id,subconjunto,question_type,medical_task,body_system,chars,words,chars_full,words_full,tok_cl100k,tok_cl100k_full,tok_qwen,tok_qwen_full
Text-1668,Text,Understanding,Basic Science,Nervous,894,139,1248,199,206,309,207,310
Text-1669,Text,Reasoning,Diagnosis,Digestive,1627,243,2104,312,352,467,356,471
Text-1670,Text,Reasoning,Diagnosis,Nervous,2868,477,3354,548,838,953,902,1018
Text-1671,Text,Reasoning,Treatment,Cardiovascular,815,109,1003,135,184,237,185,238
Text-1672,Text,Reasoning,Diagnosis,Lymphatic,1956,264,2640,356,459,611,493,646
Text-1673,Text,Understanding,Basic Science,Digestive,1212,187,1465,225,300,383,305,388
Text-1674,Text,Reasoning,Basic Science,Endocrine,1286,163,1912,239,234,339,240,345
Text-1675,Text,Reasoning,Treatment,Respiratory,1326,193,2023,290,300,469,303,474
Text-1676,Text,Understanding,Diagnosis,Cardiovascular,1320,198,1641,250,323,417,336,432
Text-1677,Text,Understanding,Basic Science,Integumentary,999,143,1562,218,221,357,222,358
Text-1678,Text,Reasoning,Treatment,Nervous,818,126,1128,174,209,304,211,307
Text-1679,Text,Reasoning,Treatment,Muscular,1131,184,1773,290,252,402,254,404
Text-1680,Text,Understanding,Diagnosis,Reproductive,1173,167,1584,222,276,381,283,388
Text-1681,Text,Reasoning,Diagnosis,Endocrine,1903,312,2350,378,490,598,510,618
Text-1682,Text,Reasoning,Diagnosis,Nervous,1093,155,1335,187,217,281,220,284
Text-1683,Text,Understanding,Diagnosis,Digestive,748,106,984,135,199,301,201,305
Text-1684,Text,Reasoning,Treatment,Cardiovascular,1263,171,1650,223,307,407,324,424
Text-1685,Text,Reasoning,Basic Science,Other / NA,1278,188,1795,253,262,369,262,369
Text-1686,Text,Reasoning,Treatment,Muscular,1484,234,2081,331,305,441,307,444
Text-1687,Text,Reasoning,Diagnosis,Skeletal,905,147,1253,197,220,314,221,315
Text-1688,Text,Understanding,Diagnosis,Endocrine,1238,185,1632,245,276,375,283,382
Text-1689,Text,Reasoning,Diagnosis,Nervous,1219,186,1565,238,284,381,298,397
Text-1690,Text,Reasoning,Diagnosis,Digestive,1281,183,1669,236,304,418,315,429
Text-1691,Text,Understanding,Basic Science,Skeletal,564,79,945,134,130,229,130,229
Text-1692,Text,Reasoning,Diagnosis,Skeletal,1534,258,1786,298,400,476,414,491
Text-1693,Text,Reasoning,Treatment,Skeletal,1315,185,1674,225,362,503,374,515
Text-1694,Text,Reasoning,Diagnosis,Nervous,1059,151,1343,194,227,317,228,318
Text-1695,Text,Reasoning,Diagnosis,Skeletal,372,49,625,80,106,191,106,191
Text-1696,Text,Reasoning,Diagnosis,Lymphatic,1087,172,1368,211,301,391,315,405
Text-1697,Text,Reasoning,Diagnosis,Muscular,1009,159,1099,179,272,332,280,340
Text-1698,Text,Reasoning,Diagnosis,Nervous,1444,209,1682,246,379,448,397,466
Text-1699,Text,Reasoning,Basic Science,Skeletal,678,89,978,125,161,250,163,252
Text-1700,Text,Reasoning,Treatment,Urinary,1078,156,1369,194,269,359,287,377
Text-1701,Text,Reasoning,Diagnosis,Lymphatic,1460,235,1852,288,436,545,483,593
Text-1702,Text,Reasoning,Diagnosis,Nervous,1207,183,1506,226,276,361,282,367
Text-1703,Text,Reasoning,Diagnosis,Digestive,1123,170,1441,210,284,386,285,387
Text-1704,Text,Reasoning,Diagnosis,Nervous,1606,258,1913,308,338,432,340,435
Text-1705,Text,Reasoning,Diagnosis,Muscular,653,99,917,137,154,232,155,233
Text-1706,Text,Reasoning,Diagnosis,Reproductive,1085,176,1478,240,257,352,267,362
Text-1707,Text,Reasoning,Treatment,Respiratory,1419,203,1824,256,340,457,354,471
Text-1708,Text,Reasoning,Treatment,Nervous,728,98,868,118,198,268,209,279
Text-1709,Text,Reasoning,Basic Science,Skeletal,940,135,1154,164,207,277,208,278
Text-1710,Text,Reasoning,Basic Science,Respiratory,846,112,1145,152,180,271,181,272
Text-1711,Text,Reasoning,Diagnosis,Nervous,974,146,1214,178,209,287,210,288
Text-1712,Text,Reasoning,Diagnosis,Digestive,1290,172,1610,213,299,397,306,404
Text-1713,Text,Reasoning,Diagnosis,Urinary,1218,168,1481,205,272,347,277,352
Text-1714,Text,Reasoning,Treatment,Nervous,1455,216,1743,252,352,432,364,444
Text-1715,Text,Reasoning,Diagnosis,Muscular,1343,213,1881,299,291,425,292,426
Text-1716,Text,Understanding,Treatment,Digestive,883,130,1579,233,189,333,192,338
Text-1717,Text,Understanding,Diagnosis,Reproductive,210,43,270,63,77,127,88,148
Text-1718,Text,Reasoning,Treatment,Cardiovascular,1285,171,1622,216,298,387,307,396
Text-1719,Text,Reasoning,Treatment,Cardiovascular,1530,214,2506,344,374,613,378,617
Text-1720,Text,Understanding,Basic Science,Skeletal,212,40,280,60,85,143,95,163
Text-1721,Text,Understanding,Basic Science,Other / NA,1072,142,1409,182,193,257,198,262
Text-1722,Text,Reasoning,Basic Science,Skeletal,1081,145,1726,232,248,406,249,407
Text-1723,Text,Reasoning,Diagnosis,Cardiovascular,1144,153,1395,183,267,363,270,366
Text-1724,Text,Reasoning,Treatment,Cardiovascular,1254,173,1952,250,325,525,334,534
Text-1725,Text,Reasoning,Diagnosis,Cardiovascular,1440,222,2169,333,319,490,321,492
Text-1726,Text,Reasoning,Diagnosis,Nervous,1033,148,1373,196,229,327,235,333
Text-1727,Text,Reasoning,Basic Science,Urinary,940,143,1095,173,295,385,328,433
Text-1728,Text,Understanding,Basic Science,Lymphatic,892,121,1195,158,179,255,179,255
Text-1729,Text,Understanding,Basic Science,Skeletal,939,124,1583,210,200,339,201,340
Text-1730,Text,Reasoning,Treatment,Nervous,692,97,868,120,187,258,195,266
Text-1731,Text,Reasoning,Treatment,Skeletal,1480,214,2084,297,318,460,322,465
Text-1732,Text,Reasoning,Treatment,Cardiovascular,1343,207,2154,335,287,475,289,477
Text-1733,Text,Understanding,Diagnosis,Integumentary,1052,163,1383,218,240,329,247,336
Text-1734,Text,Reasoning,Basic Science,Digestive,839,128,934,148,223,293,230,305
Text-1735,Text,Reasoning,Diagnosis,Respiratory,1483,214,1727,249,315,389,316,390
Text-1736,Text,Reasoning,Treatment,Muscular,1454,254,2347,428,311,515,313,517
Text-1737,Text,Reasoning,Treatment,Reproductive,2176,351,2876,452,572,732,615,776
Text-1738,Text,Understanding,Basic Science,Digestive,1053,151,1420,208,268,381,280,394
Text-1739,Text,Reasoning,Diagnosis,Skeletal,1324,205,1565,238,414,487,442,515
Text-1740,Text,Reasoning,Treatment,Cardiovascular,1639,238,2005,303,393,522,414,554
Text-1741,Text,Reasoning,Treatment,Reproductive,1404,206,1734,247,347,439,361,453
Text-1742,Text,Understanding,Basic Science,Nervous,860,145,1410,244,219,380,220,381
Text-1743,Text,Reasoning,Basic Science,Cardiovascular,1075,164,1656,254,249,372,254,377
Text-1744,Text,Reasoning,Diagnosis,Other / NA,1346,223,2134,360,275,441,276,442
Text-1745,Text,Reasoning,Diagnosis,Urinary,1538,237,2038,316,350,470,356,476
Text-1746,Text,Reasoning,Treatment,Lymphatic,936,129,1299,174,227,344,230,347
Text-1747,Text,Understanding,Treatment,Skeletal,936,134,1725,247,226,426,236,446
Text-1748,Text,Reasoning,Diagnosis,Digestive,933,131,1211,168,215,290,225,300
Text-1749,Text,Reasoning,Treatment,Muscular,1234,184,1837,278,228,348,230,350
Text-1750,Text,Reasoning,Treatment,Cardiovascular,2299,344,2958,434,507,665,509,667
Text-1751,Text,Reasoning,Treatment,Reproductive,1159,195,1391,232,288,360,301,375
Text-1752,Text,Reasoning,Treatment,Respiratory,1674,254,2438,365,332,473,334,475
Text-1753,Text,Reasoning,Treatment,Cardiovascular,1128,163,1335,191,345,407,376,438
Text-1754,Text,Reasoning,Treatment,Digestive,1237,171,1394,191,289,364,298,373
Text-1755,Text,Reasoning,Treatment,Endocrine,1055,137,1409,184,253,354,263,364
Text-1756,Text,Reasoning,Diagnosis,Cardiovascular,1954,300,2504,380,494,627,511,644
Text-1757,Text,Reasoning,Diagnosis,Skeletal,676,98,1102,156,154,256,156,258
Text-1758,Text,Reasoning,Treatment,Urinary,2174,373,3030,519,565,796,601,841
Text-1759,Text,Reasoning,Diagnosis,Respiratory,632,91,899,132,142,215,142,215
Text-1760,Text,Reasoning,Diagnosis,Reproductive,995,150,1326,204,232,326,252,352
Text-1761,Text,Understanding,Treatment,Nervous,694,104,971,145,153,229,154,230
Text-1762,Text,Reasoning,Diagnosis,Urinary,1277,185,1776,254,329,458,339,468
Text-1763,Text,Reasoning,Treatment,Urinary,1698,242,1922,272,450,521,470,541
Text-1764,Text,Reasoning,Diagnosis,Skeletal,504,79,851,138,132,235,136,243
Text-1765,Text,Reasoning,Basic Science,Skeletal,447,64,729,103,117,201,117,201
Text-1766,Text,Reasoning,Treatment,Muscular,1372,204,1681,244,318,396,329,407
Text-1767,Text,Understanding,Basic Science,Cardiovascular,397,51,647,81,102,179,102,179
Text-1768,Text,Understanding,Basic Science,Muscular,321,49,481,75,96,162,96,162
Text-1769,Text,Reasoning,Diagnosis,Digestive,945,138,1308,191,208,306,210,308
Text-1770,Text,Understanding,Basic Science,Respiratory,1404,190,2461,338,326,575,335,591
Text-1771,Text,Reasoning,Diagnosis,Other / NA,1158,181,1407,219,318,394,336,413
Text-1772,Text,Reasoning,Diagnosis,Cardiovascular,1364,184,1672,226,309,399,326,416
Text-1773,Text,Understanding,Treatment,Respiratory,1504,212,2259,313,309,464,310,465
Text-1774,Text,Reasoning,Diagnosis,Endocrine,1181,177,1430,208,322,409,334,421
Text-1775,Text,Reasoning,Treatment,Cardiovascular,1122,166,1298,190,331,407,354,430
Text-1776,Text,Reasoning,Basic Science,Lymphatic,586,96,726,129,171,245,183,268
Text-1777,Text,Understanding,Diagnosis,Reproductive,860,124,1614,236,178,329,178,329
Text-1778,Text,Reasoning,Diagnosis,Cardiovascular,1275,235,1746,317,337,466,339,468
Text-1779,Text,Understanding,Basic Science,Nervous,491,75,873,135,139,255,139,255
Text-1780,Text,Reasoning,Diagnosis,Lymphatic,994,144,1599,237,210,352,211,353
Text-1781,Text,Understanding,Basic Science,Digestive,356,73,471,113,141,221,159,254
Text-1782,Text,Reasoning,Diagnosis,Endocrine,2269,356,2684,408,593,682,607,696
Text-1783,Text,Reasoning,Diagnosis,Digestive,1675,260,1982,304,453,532,467,546
Text-1784,Text,Reasoning,Treatment,Nervous,1089,157,1476,215,247,356,248,357
Text-1785,Text,Reasoning,Treatment,Skeletal,936,140,1141,171,198,265,199,266
Text-1786,Text,Reasoning,Treatment,Urinary,1170,203,1425,233,366,441,392,467
Text-1787,Text,Understanding,Basic Science,Digestive,728,105,896,126,188,260,189,261
Text-1788,Text,Reasoning,Diagnosis,Urinary,835,106,1189,143,213,327,214,328
Text-1789,Text,Reasoning,Diagnosis,Digestive,896,125,1030,145,226,294,233,301
Text-1790,Text,Understanding,Basic Science,Integumentary,981,165,1782,307,214,395,214,395
Text-1791,Text,Reasoning,Treatment,Cardiovascular,858,117,1292,175,195,306,195,306
Text-1792,Text,Understanding,Diagnosis,Urinary,1289,187,1799,254,329,463,338,472
Text-1793,Text,Reasoning,Basic Science,Cardiovascular,864,113,1096,144,213,291,216,294
Text-1794,Text,Reasoning,Diagnosis,Nervous,785,123,1137,184,171,267,172,268
Text-1795,Text,Reasoning,Diagnosis,Reproductive,478,66,706,98,125,200,126,201
Text-1796,Text,Understanding,Diagnosis,Digestive,1843,332,2642,485,490,735,508,754
Text-1797,Text,Understanding,Basic Science,Cardiovascular,1058,150,1295,180,263,332,275,344
Text-1798,Text,Understanding,Treatment,Lymphatic,238,50,334,80,94,160,104,180
Text-1799,Text,Reasoning,Basic Science,Skeletal,1016,146,1213,174,253,330,258,335
Text-1800,Text,Reasoning,Diagnosis,Muscular,952,142,1318,204,218,322,222,326
Text-1801,Text,Reasoning,Diagnosis,Reproductive,1195,169,1503,211,301,397,314,410
Text-1802,Text,Reasoning,Diagnosis,Digestive,1630,236,1994,288,478,580,493,595
Text-1803,Text,Reasoning,Diagnosis,Digestive,995,141,1336,187,225,309,233,317
Text-1804,Text,Reasoning,Basic Science,Endocrine,1075,142,1497,196,236,339,242,345
Text-1805,Text,Reasoning,Treatment,Respiratory,1381,215,1793,264,346,453,360,467
Text-1806,Text,Reasoning,Diagnosis,Digestive,1018,149,1294,194,254,343,264,353
Text-1807,Text,Reasoning,Diagnosis,Nervous,805,115,1098,156,192,283,193,284
Text-1808,Text,Understanding,Basic Science,Lymphatic,723,117,929,157,170,244,171,245
Text-1809,Text,Reasoning,Treatment,Nervous,865,123,1032,146,198,271,199,272
Text-1810,Text,Reasoning,Basic Science,Endocrine,704,107,846,127,189,259,191,261
Text-1811,Text,Reasoning,Treatment,Muscular,857,108,1477,182,164,288,165,289
Text-1812,Text,Reasoning,Diagnosis,Respiratory,1153,169,1401,203,261,339,271,349
Text-1813,Text,Reasoning,Basic Science,Skeletal,902,136,1303,204,204,316,205,317
Text-1814,Text,Reasoning,Diagnosis,Respiratory,1492,234,2304,364,352,551,361,560
Text-1815,Text,Reasoning,Diagnosis,Nervous,1727,291,1974,325,395,459,406,470
Text-1816,Text,Understanding,Basic Science,Integumentary,357,47,602,78,115,208,115,208
Text-1817,Text,Understanding,Basic Science,Nervous,415,71,707,125,105,190,105,190
Text-1818,Text,Understanding,Basic Science,Skeletal,318,45,517,75,98,174,98,174
Text-1819,Text,Understanding,Basic Science,Nervous,1084,180,1457,258,235,349,237,352
Text-1820,Text,Understanding,Basic Science,Skeletal,390,64,460,84,118,168,128,188
Text-1821,Text,Reasoning,Basic Science,Skeletal,1235,188,1624,248,313,433,323,443
Text-1822,Text,Reasoning,Diagnosis,Digestive,836,127,1169,181,194,289,196,292
Text-1823,Text,Reasoning,Diagnosis,Respiratory,1120,165,1482,216,260,354,274,368
Text-1824,Text,Understanding,Basic Science,Digestive,1226,182,1649,233,306,413,323,430
Text-1825,Text,Understanding,Diagnosis,Urinary,364,50,580,82,87,152,87,152
Text-1826,Text,Reasoning,Treatment,Cardiovascular,1094,169,1391,208,274,354,295,376
Text-1827,Text,Understanding,Diagnosis,Skeletal,1006,136,1869,257,237,450,239,454
Text-1828,Text,Understanding,Basic Science,Nervous,863,151,955,171,254,324,262,334
Text-1829,Text,Reasoning,Diagnosis,Cardiovascular,1094,156,1479,213,248,347,256,357
Text-1830,Text,Understanding,Treatment,Lymphatic,1391,184,2519,338,298,542,298,542
Text-1831,Text,Reasoning,Diagnosis,Muscular,929,148,1407,225,256,424,257,425
Text-1832,Text,Understanding,Basic Science,Nervous,862,138,1061,167,179,233,180,234
Text-1833,Text,Reasoning,Basic Science,Skeletal,1026,150,1878,276,205,371,205,371
Text-1834,Text,Reasoning,Diagnosis,Endocrine,1376,207,1875,271,315,431,324,440
Text-1835,Text,Reasoning,Diagnosis,Reproductive,1123,168,1605,246,242,356,243,357
Text-1836,Text,Understanding,Basic Science,Skeletal,416,56,685,92,109,194,109,194
Text-1837,Text,Reasoning,Treatment,Digestive,974,160,1056,190,264,334,275,347
Text-1838,Text,Reasoning,Diagnosis,Skeletal,1256,180,1685,246,294,417,303,426
Text-1839,Text,Reasoning,Treatment,Digestive,1161,148,1609,196,320,492,321,493
Text-1840,Text,Reasoning,Treatment,Integumentary,685,88,865,109,179,258,180,259
Text-1841,Text,Reasoning,Treatment,Respiratory,1472,240,1779,282,376,462,391,477
Text-1842,Text,Reasoning,Diagnosis,Nervous,884,130,1021,150,229,297,240,308
Text-1843,Text,Understanding,Treatment,Cardiovascular,934,131,1170,164,240,315,251,326
Text-1844,Text,Reasoning,Diagnosis,Digestive,976,139,1269,183,228,314,235,321
Text-1845,Text,Reasoning,Treatment,Endocrine,987,130,1419,185,218,326,219,327
Text-1846,Text,Reasoning,Treatment,Lymphatic,1037,133,1522,196,240,359,251,370
Text-1847,Text,Reasoning,Diagnosis,Muscular,1195,174,1635,244,286,430,287,431
Text-1848,Text,Understanding,Basic Science,Endocrine,571,84,723,107,147,211,147,211
Text-1849,Text,Reasoning,Diagnosis,Muscular,1298,194,1840,278,279,413,280,414
Text-1850,Text,Understanding,Diagnosis,Urinary,297,41,514,71,86,157,86,157
Text-1851,Text,Reasoning,Treatment,Reproductive,1344,200,2119,317,283,440,287,444
Text-1852,Text,Reasoning,Diagnosis,Cardiovascular,1414,216,1769,264,387,489,417,519
Text-1853,Text,Reasoning,Basic Science,Other / NA,713,106,1229,184,147,258,147,258
Text-1854,Text,Reasoning,Basic Science,Respiratory,2297,482,3496,792,924,1554,989,1658
Text-1855,Text,Reasoning,Diagnosis,Urinary,980,139,1368,194,223,330,224,331
Text-1856,Text,Reasoning,Treatment,Nervous,1580,224,2064,295,316,444,317,445
Text-1857,Text,Understanding,Treatment,Cardiovascular,836,120,1086,152,195,266,202,273
Text-1858,Text,Reasoning,Treatment,Digestive,1301,196,1816,274,305,443,314,452
Text-1859,Text,Reasoning,Treatment,Muscular,1699,291,2530,452,405,621,415,631
Text-1860,Text,Reasoning,Diagnosis,Endocrine,993,136,1397,192,218,314,229,326
Text-1861,Text,Reasoning,Diagnosis,Digestive,1266,184,1808,254,296,410,306,421
Text-1862,Text,Reasoning,Basic Science,Skeletal,1203,185,1413,214,271,352,272,353
Text-1863,Text,Reasoning,Diagnosis,Digestive,1175,183,1358,210,280,352,286,358
Text-1864,Text,Reasoning,Basic Science,Other / NA,1373,228,2261,367,275,442,280,447
Text-1865,Text,Reasoning,Diagnosis,Reproductive,1146,176,1402,211,304,390,313,399
Text-1866,Text,Reasoning,Treatment,Digestive,1316,183,1724,231,360,469,384,493
Text-1867,Text,Reasoning,Basic Science,Integumentary,628,87,834,114,146,221,146,221
Text-1868,Text,Understanding,Basic Science,Respiratory,1106,154,1477,200,284,404,293,413
Text-1869,Text,Reasoning,Diagnosis,Endocrine,902,146,1202,195,223,305,225,307
Text-1870,Text,Reasoning,Diagnosis,Nervous,790,121,1120,172,187,278,188,279
Text-1871,Text,Understanding,Diagnosis,Muscular,481,67,759,109,104,176,104,176
Text-1872,Text,Reasoning,Treatment,Urinary,1143,166,1442,208,228,300,228,300
Text-1873,Text,Reasoning,Basic Science,Nervous,934,124,1227,161,190,259,191,260
Text-1874,Text,Understanding,Basic Science,Nervous,393,58,639,94,118,207,118,207
Text-1875,Text,Reasoning,Diagnosis,Nervous,1447,214,1784,269,328,421,339,433
Text-1876,Text,Reasoning,Basic Science,Skeletal,423,65,630,100,116,189,116,189
Text-1877,Text,Reasoning,Treatment,Digestive,794,112,1044,145,201,285,212,296
Text-1878,Text,Reasoning,Treatment,Endocrine,838,133,1148,178,213,292,222,301
Text-1879,Text,Reasoning,Diagnosis,Digestive,1269,185,1716,250,291,399,299,407
Text-1880,Text,Understanding,Basic Science,Skeletal,390,60,622,96,106,179,106,179
Text-1881,Text,Reasoning,Diagnosis,Skeletal,1193,171,1498,214,281,362,288,369
Text-1882,Text,Understanding,Diagnosis,Reproductive,710,100,956,130,194,290,200,296
Text-1883,Text,Understanding,Basic Science,Cardiovascular,819,116,1456,209,202,362,202,362
Text-1884,Text,Reasoning,Treatment,Muscular,1113,160,1453,208,237,326,238,327
Text-1885,Text,Reasoning,Diagnosis,Cardiovascular,851,118,1092,149,212,287,212,287
Text-1886,Text,Understanding,Basic Science,Other / NA,697,98,1264,180,182,337,185,343
Text-1887,Text,Understanding,Treatment,Skeletal,909,133,1468,221,262,466,280,501
Text-1888,Text,Reasoning,Diagnosis,Urinary,1875,298,2205,339,587,681,643,737
Text-1889,Text,Reasoning,Diagnosis,Cardiovascular,1060,152,1247,180,230,285,237,292
Text-1890,Text,Reasoning,Basic Science,Respiratory,1023,155,1521,237,236,369,240,373
Text-1891,Text,Reasoning,Diagnosis,Muscular,1413,219,1873,292,300,409,301,410
Text-1892,Text,Understanding,Basic Science,Muscular,625,73,1114,130,155,285,155,285
Text-1893,Text,Reasoning,Basic Science,Digestive,1108,152,1584,219,228,333,232,337
Text-1894,Text,Reasoning,Treatment,Respiratory,768,102,1099,147,135,206,136,207
Text-1895,Text,Reasoning,Treatment,Skeletal,850,128,1200,177,188,276,189,277
Text-1896,Text,Understanding,Treatment,Muscular,974,144,1691,249,200,347,204,352
Text-1897,Text,Reasoning,Diagnosis,Endocrine,1350,179,1783,227,322,443,332,453
Text-1898,Text,Reasoning,Basic Science,Digestive,788,114,972,137,196,273,199,276
Text-1899,Text,Reasoning,Diagnosis,Urinary,2126,322,3484,539,447,729,456,738
Text-1900,Text,Reasoning,Treatment,Cardiovascular,2055,307,2672,394,482,627,502,647
Text-1901,Text,Reasoning,Treatment,Muscular,1550,255,2057,351,341,487,347,498
Text-1902,Text,Reasoning,Basic Science,Skeletal,344,49,564,83,97,172,97,172
Text-1903,Text,Reasoning,Basic Science,Muscular,624,83,955,126,140,228,140,228
Text-1904,Text,Reasoning,Diagnosis,Cardiovascular,1111,160,1459,211,303,418,317,432
Text-1905,Text,Understanding,Diagnosis,Reproductive,708,111,958,151,182,264,185,267
Text-1906,Text,Understanding,Basic Science,Nervous,449,58,808,105,120,223,120,223
Text-1907,Text,Reasoning,Treatment,Skeletal,1200,173,2189,318,312,586,322,606
Text-1908,Text,Reasoning,Diagnosis,Nervous,1835,283,2386,370,401,519,403,521
Text-1909,Text,Reasoning,Diagnosis,Digestive,1168,184,1423,221,289,361,299,371
Text-1910,Text,Reasoning,Treatment,Cardiovascular,1268,182,1677,239,289,399,297,407
Text-1911,Text,Understanding,Basic Science,Nervous,929,139,1542,233,203,338,206,341
Text-1912,Text,Reasoning,Basic Science,Digestive,726,112,916,146,228,342,292,460
Text-1913,Text,Reasoning,Diagnosis,Digestive,815,124,1032,155,219,304,224,309
Text-1914,Text,Reasoning,Diagnosis,Muscular,1306,205,1636,254,298,385,299,386
Text-1915,Text,Understanding,Basic Science,Skeletal,1231,171,2271,317,296,560,296,560
Text-1916,Text,Reasoning,Diagnosis,Urinary,1883,283,2842,425,379,569,381,571
Text-1917,Text,Reasoning,Treatment,Integumentary,1488,215,1958,282,315,427,325,437
Text-1918,Text,Understanding,Diagnosis,Digestive,540,79,764,109,157,253,158,254
Text-1919,Text,Understanding,Basic Science,Nervous,283,60,422,100,112,190,128,222
Text-1920,Text,Understanding,Diagnosis,Integumentary,898,129,1197,169,223,318,224,319
Text-1921,Text,Reasoning,Diagnosis,Skeletal,980,155,1421,225,252,395,253,396
Text-1922,Text,Reasoning,Treatment,Digestive,1726,281,2255,361,504,671,540,715
Text-1923,Text,Understanding,Basic Science,Other / NA,432,57,699,93,89,150,89,150
Text-1924,Text,Understanding,Basic Science,Skeletal,623,89,1102,157,139,252,139,252
Text-1925,Text,Reasoning,Treatment,Muscular,1234,212,1844,326,264,405,266,408
Text-1926,Text,Reasoning,Diagnosis,Digestive,1542,331,2368,551,467,765,478,776
Text-1927,Text,Understanding,Treatment,Nervous,612,82,1078,146,128,229,128,229
Text-1928,Text,Reasoning,Diagnosis,Muscular,873,127,1135,167,194,277,197,282
Text-1929,Text,Reasoning,Basic Science,Cardiovascular,934,142,1128,177,204,272,205,273
Text-1930,Text,Reasoning,Diagnosis,Cardiovascular,1350,208,2112,325,292,449,303,463
Text-1931,Text,Reasoning,Basic Science,Endocrine,941,135,1201,162,241,345,241,345
Text-1932,Text,Reasoning,Basic Science,Nervous,1341,185,1962,265,305,450,317,462
Text-1933,Text,Understanding,Diagnosis,Digestive,693,95,867,115,169,247,170,248
Text-1934,Text,Reasoning,Diagnosis,Skeletal,977,165,1467,256,249,391,250,392
Text-1935,Text,Reasoning,Treatment,Skeletal,1400,226,2240,368,306,495,307,496
Text-1936,Text,Reasoning,Diagnosis,Digestive,955,132,1242,168,230,309,242,322
Text-1937,Text,Reasoning,Diagnosis,Respiratory,1256,190,1661,253,308,411,326,429
Text-1938,Text,Reasoning,Basic Science,Endocrine,1293,208,2086,333,259,414,268,425
Text-1939,Text,Reasoning,Treatment,Skeletal,1363,198,1982,289,281,416,282,417
Text-1940,Text,Reasoning,Treatment,Endocrine,1016,156,1372,204,244,335,254,345
Text-1941,Text,Reasoning,Treatment,Skeletal,1404,211,1843,279,295,407,297,409
Text-1942,Text,Reasoning,Treatment,Other / NA,2104,368,3371,622,463,749,472,758
Text-1943,Text,Reasoning,Basic Science,Skeletal,539,78,856,126,112,189,112,189
Text-1944,Text,Reasoning,Basic Science,Skeletal,837,118,1537,216,194,360,194,360
Text-1945,Text,Reasoning,Diagnosis,Muscular,1292,168,1891,241,276,424,278,427
Text-1946,Text,Reasoning,Diagnosis,Endocrine,1519,222,2108,296,374,514,393,533
Text-1947,Text,Reasoning,Diagnosis,Reproductive,881,136,1141,176,207,289,212,296
Text-1948,Text,Reasoning,Treatment,Respiratory,1156,167,1595,224,287,418,296,428
Text-1949,Text,Understanding,Basic Science,Lymphatic,689,90,940,119,166,248,167,249
Text-1950,Text,Reasoning,Diagnosis,Reproductive,1110,151,1351,181,267,361,274,368
Text-1951,Text,Reasoning,Diagnosis,Digestive,1205,182,1342,204,330,388,348,406
Text-1952,Text,Reasoning,Diagnosis,Endocrine,1433,222,1751,265,326,412,331,417
Text-1953,Text,Reasoning,Diagnosis,Nervous,988,143,1262,183,227,305,236,314
Text-1954,Text,Reasoning,Diagnosis,Nervous,1039,146,1279,180,257,338,267,348
Text-1955,Text,Reasoning,Basic Science,Nervous,1469,213,1665,233,328,399,329,400
Text-1956,Text,Reasoning,Treatment,Reproductive,1707,246,1940,276,477,544,499,566
Text-1957,Text,Understanding,Basic Science,Skeletal,813,118,1440,212,204,369,204,369
Text-1958,Text,Reasoning,Treatment,Lymphatic,1143,172,1637,244,254,371,257,374
Text-1959,Text,Understanding,Basic Science,Skeletal,1234,196,2071,331,265,436,266,437
Text-1960,Text,Reasoning,Diagnosis,Reproductive,1266,187,1599,234,296,380,310,394
Text-1961,Text,Reasoning,Treatment,Endocrine,1815,293,2204,346,535,635,574,674
Text-1962,Text,Reasoning,Treatment,Reproductive,1332,203,1693,248,346,441,365,460
Text-1963,Text,Reasoning,Diagnosis,Nervous,1410,219,1795,269,296,380,299,383
Text-1964,Text,Reasoning,Treatment,Skeletal,1549,251,2378,393,343,541,344,542
Text-1965,Text,Reasoning,Basic Science,Respiratory,986,140,1507,210,202,319,204,321
Text-1966,Text,Understanding,Diagnosis,Nervous,914,129,1196,168,194,262,194,262
Text-1967,Text,Reasoning,Basic Science,Reproductive,1448,230,1839,295,350,453,359,463
Text-1968,Text,Reasoning,Treatment,Muscular,689,104,886,133,173,243,176,246
Text-1969,Text,Reasoning,Basic Science,Other / NA,825,120,1168,165,199,296,200,297
Text-1970,Text,Understanding,Basic Science,Skeletal,969,129,1466,196,213,338,214,339
Text-1971,Text,Understanding,Basic Science,Skeletal,430,58,718,98,102,177,102,177
Text-1972,Text,Reasoning,Treatment,Muscular,1384,195,1934,270,303,436,311,446
Text-1973,Text,Reasoning,Treatment,Skeletal,933,145,1388,213,205,311,207,313
Text-1974,Text,Reasoning,Basic Science,Skeletal,567,87,770,119,124,182,125,183
Text-1975,Text,Reasoning,Diagnosis,Integumentary,1248,197,1954,304,275,434,275,434
Text-1976,Text,Reasoning,Diagnosis,Cardiovascular,873,140,1143,175,236,321,240,325
Text-1977,Text,Reasoning,Diagnosis,Cardiovascular,1244,175,1523,214,356,447,370,461
Text-1978,Text,Reasoning,Basic Science,Digestive,1294,196,1566,231,320,405,333,418
Text-1979,Text,Understanding,Basic Science,Other / NA,942,138,1271,187,184,258,189,263
Text-1980,Text,Reasoning,Basic Science,Other / NA,1179,185,1786,291,239,382,243,388
Text-1981,Text,Reasoning,Treatment,Digestive,1011,141,1561,213,244,374,245,375
Text-1982,Text,Reasoning,Diagnosis,Cardiovascular,1314,171,1611,209,319,400,334,415
