qid,file,body_system,question_type,medical_task,format,mode,width,height,area_px,aspect,filesize,is_gray,md5,phash
MM-1670,MM-1670-c.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,447,450,201150,0.9933,19241,True,aa6cc5986a654cd0933bcd69bcc17b65,94659b664a6d94e6
MM-1670,MM-1670-d.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,440,450,198000,0.9778,22804,True,61134707ce381b3024ff95af4c620963,dc728bc2ec50ac4f
MM-1671,MM-1671-a.jpeg,Digestive,Reasoning,Diagnosis,JPEG,RGB,380,570,216600,0.6667,39817,False,eb4914907b41dae3b76d7b41c2254338,c5b4f2c9a7d0b5a0
MM-1672,MM-1672-a.jpeg,Nervous,Reasoning,Basic Science,JPEG,RGB,396,396,156816,1.0,14439,True,03e912033579bf47cb6ca0040516edc2,9554aba56a6254b7
MM-1672,MM-1672-b.jpeg,Nervous,Reasoning,Basic Science,JPEG,RGB,402,394,158388,1.0203,18973,True,50870de955b08396f93ce7a3e46b10d4,9556292569695b3b
MM-1673,MM-1673-a.jpeg,Cardiovascular,Understanding,Basic Science,JPEG,RGB,337,430,144910,0.7837,16809,True,f67d535eb168702f1d73b56aa8fa6f48,ed1fc478a43586b1
MM-1674,MM-1674-a.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,586,450,263700,1.3022,22854,True,8fc0497a974ab7f6cea7c3a34399bfb7,c31f2c2c33b33333
MM-1674,MM-1674-b.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,309,450,139050,0.6867,10617,True,473e91a53f5fe20a6f6d0973a368e986,cf311e8ff1b80703
MM-1674,MM-1674-c.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,200,198,39600,1.0101,4560,True,cc9d5541905be8c87d43cd9a8e186a9d,91c4271e66dbe83a
MM-1674,MM-1674-d.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,420,420,176400,1.0,8931,True,b6621df805d1085368dbf174a6038145,cccc323399cdce31
MM-1674,MM-1674-e.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,337,450,151650,0.7489,11540,True,5fbcca06795c6809a13a093b8c4ca63a,d2e92d262996d6d8
MM-1674,MM-1674-f.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,394,450,177300,0.8756,16424,True,01e661bcf83f0fd80c47b2018baa7901,d3d03ce6e1b0ac9c
MM-1675,MM-1675-a.jpeg,Skeletal,Understanding,Basic Science,JPEG,RGB,672,450,302400,1.4933,42924,True,089ff677375a6ee17b57988e35ea4a0b,b3839c6b843e9a69
MM-1676,MM-1676-a.jpeg,Respiratory,Reasoning,Treatment,JPEG,RGB,253,190,48070,1.3316,6308,False,a40453b767bcbd00edc3c991f95d5ea0,f8d2c75518a74a59
MM-1677,MM-1677-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,1500,1143,1714500,1.3123,223201,True,7e1b0b921471f5c9b508862b6306d3e7,9933666cda8cb893
MM-1678,MM-1678-a.jpeg,Integumentary,Reasoning,Diagnosis,JPEG,RGB,1500,1000,1500000,1.5,176910,False,b753e0a413421329568af9f8435776f0,9d17205d55e9cea8
MM-1679,MM-1679-a.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,600,420,252000,1.4286,27229,True,94935f3e071e5f17eaf5941edb4d471a,d52ab5722ad58995
MM-1680,MM-1680-a.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,582,450,261900,1.2933,212888,True,8ea0e43a347dcd598720f2a1f0376f19,a15ce097ed90cea5
MM-1680,MM-1680-b.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,651,450,292950,1.4467,230422,True,61e4c1b6f0a30b59e6697af3c363f74f,f00afbc00ff10ef1
MM-1680,MM-1680-c.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,294,450,132300,0.6533,110907,True,d359e35523f82f3844ba37a419abc6dc,95d24b6b68b187c9
MM-1680,MM-1680-d.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,479,450,215550,1.0644,198625,True,0fb33f0f2f771021d3cf04c39b9a324d,97916a6cedc232c9
MM-1681,MM-1681-a.png,Muscular,Understanding,Basic Science,PNG,RGBA,1094,766,838004,1.4282,152598,True,96f711d91501fbbbc4b832fcb9df8a52,b876c69383e0785e
MM-1682,MM-1682-a.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,368,450,165600,0.8178,9576,True,ed5e0b9fffff42c487b547ab77a62878,989465c69386e7c7
MM-1682,MM-1682-b.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,900,314,282600,2.8662,23555,True,440210410369438370f1a618e22440a4,9e7ee18966e0d186
MM-1683,MM-1683-a.jpeg,Skeletal,Understanding,Basic Science,PNG,RGBA,321,483,155043,0.6646,162591,True,c7f6ba40a0b3512b855665b339453a9a,8e98983b63cece94
MM-1684,MM-1684-a.jpeg,Nervous,Reasoning,Diagnosis,JPEG,RGB,1500,1501,2251500,0.9993,282558,True,e01e4818c9d2307cf4c442bae70712ae,a077958e5a8e78e8
MM-1685,MM-1685-a.jpeg,Respiratory,Reasoning,Basic Science,JPEG,RGB,652,480,312960,1.3583,22338,True,47ddc173a23f565a716ec92514a1f9f3,c955907806c63def
MM-1686,MM-1686-a.jpeg,Integumentary,Understanding,Treatment,JPEG,RGB,480,720,345600,0.6667,38145,False,5aa9c449059769303114f1f03cd0048c,d52c8e93494f2733
MM-1687,MM-1687-a.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,600,450,270000,1.3333,34304,False,dc99a1368e23e361c72d3dd3a2853739,839f8c3e31fe28c8
MM-1687,MM-1687-b.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,600,450,270000,1.3333,34828,False,d797c42a260c7f2c359b1ba6dd755b8b,c03bec1cb76099e6
MM-1688,MM-1688-a.jpeg,Integumentary,Reasoning,Diagnosis,JPEG,RGB,1500,1743,2614500,0.8606,1194470,False,9283fbbbdec9fbefbaaa9a5ca2dd55fe,bfd420928530bf9d
MM-1689,MM-1689-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,1500,1352,2028000,1.1095,1376412,False,fc8089dd4d7fe0860498795f0d87b3ff,a9cab585f6947492
MM-1690,MM-1690-a.jpeg,Cardiovascular,Understanding,Diagnosis,JPEG,RGB,196,224,43904,0.875,14197,False,f057f070081aca996383591aa2e8d0e2,9a256d93659972cc
MM-1690,MM-1690-b.jpeg,Cardiovascular,Understanding,Diagnosis,JPEG,RGB,205,229,46945,0.8952,16923,False,4efd8422c1a3a30550332cd2505aecc7,c3303dc73899e6ca
MM-1691,MM-1691-a.jpeg,Cardiovascular,Reasoning,Treatment,JPEG,RGB,800,417,333600,1.9185,80487,True,764e55961f17641fae1d5fb48a465ce9,a8ecc28787c7c783
MM-1691,MM-1691-b.jpeg,Cardiovascular,Reasoning,Treatment,JPEG,RGB,800,425,340000,1.8824,133519,True,b845a45f7449473b5c4108140c71e215,8e4adb11b115d87e
MM-1692,MM-1692-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,L,1000,1000,1000000,1.0,116600,True,48e2ca436e65a24d46078a9857c7f558,d54a0a3f29709fc3
MM-1693,MM-1693-a.jpeg,Skeletal,Reasoning,Basic Science,PNG,RGBA,500,370,185000,1.3514,159161,True,58700f5b5e68498aad373aa4f1a42993,f96c929b86d28e43
MM-1694,MM-1694-a.jpeg,Nervous,Understanding,Basic Science,PNG,RGBA,789,450,355050,1.7533,109920,True,62dc417b17381c8ec29f50796ca4dc73,cdc6f33138393439
MM-1694,MM-1694-b.jpeg,Nervous,Understanding,Basic Science,PNG,RGBA,329,450,148050,0.7311,103124,True,6fc27d254ded58ad9cb2679abfd736f4,f4caa53e3621323d
MM-1695,MM-1695-a.png,Respiratory,Reasoning,Diagnosis,PNG,RGB,244,244,59536,1.0,44715,True,33728c3c334cef5ca6aedd0543b0c0b9,852f52fa3f61c416
MM-1695,MM-1695-b.png,Respiratory,Reasoning,Diagnosis,PNG,RGB,240,240,57600,1.0,44257,True,7d7d7078e3f05658ede64c7cd0d54375,952e46bb3b45c433
MM-1695,MM-1695-c.png,Respiratory,Reasoning,Diagnosis,PNG,RGB,248,248,61504,1.0,45916,True,86d157ac7cc0a1e299fd8b8fcb012190,d53a0ae57f10d835
MM-1695,MM-1695-d.png,Respiratory,Reasoning,Diagnosis,PNG,RGB,247,247,61009,1.0,44049,True,f77aea975f5464c5331e6b8858dd43c6,c40f53f82ff0850f
MM-1696,MM-1696-a.jpeg,Nervous,Reasoning,Diagnosis,JPEG,RGB,405,323,130815,1.2539,17428,False,f68f5d778cbae992213257876cf42bf3,94696b34754b3595
MM-1697,MM-1697-a.jpeg,Endocrine,Understanding,Diagnosis,JPEG,RGB,1500,1097,1645500,1.3674,1529189,False,869f1e1c1149e14283faace4234ef231,a3c494cb1265db9d
MM-1698,MM-1698-a.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,385,663,255255,0.5807,34698,False,feba54665e53ae6e456d7ee1901c7313,c2a35b63abe2ac85
MM-1699,MM-1699-a.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,839,999,838161,0.8398,86590,True,0ee229b1529ceb586d36eeff5ad04821,94a7da1e7ac2cd28
MM-1700,MM-1700-a.jpeg,Skeletal,Understanding,Basic Science,JPEG,RGB,1500,1125,1687500,1.3333,132166,False,ae42bd418f58c81e5873558f5abf929c,a522f261a6dfd892
MM-1700,MM-1700-b.jpeg,Skeletal,Understanding,Basic Science,JPEG,RGB,181,157,28417,1.1529,5147,False,c797b812c17b2edd802dfc5f4f66b10c,f895c1d28fe2944e
MM-1700,MM-1700-c.jpeg,Skeletal,Understanding,Basic Science,JPEG,RGB,407,286,116402,1.4231,8214,False,f41c458bc8917e61e9a95b7baac7f14c,924d2b752277e616
MM-1700,MM-1700-d.jpeg,Skeletal,Understanding,Basic Science,JPEG,RGB,602,456,274512,1.3202,15563,False,19754f8cd878d0fe0396f1ff67f4aede,c3c068cdb472d9b5
MM-1700,MM-1700-e.jpeg,Skeletal,Understanding,Basic Science,JPEG,RGB,640,480,307200,1.3333,67160,False,26aa14dfa5039f83bde2e4746bef3a14,db2fc5c2304fc992
MM-1701,MM-1701-a.jpeg,Digestive,Reasoning,Diagnosis,JPEG,RGB,468,657,307476,0.7123,40546,True,3e88bc0a78271c0d81f4c97bd3847886,8558381f381c7b7b
MM-1702,MM-1702-a.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,1024,746,763904,1.3727,73605,True,c9e659e67cf61ea48123916cfb7c0f2b,f0a51c6adaeb9314
MM-1703,MM-1703-a.jpeg,Endocrine,Reasoning,Basic Science,JPEG,RGB,610,88,53680,6.9318,6057,True,bb9e3bc706ccbfb4c640ef58f84a0df7,a072fe018d0d7e76
MM-1704,MM-1704-a.jpeg,Nervous,Understanding,Diagnosis,JPEG,RGB,1500,1125,1687500,1.3333,871325,False,6a5db4b7bdb8fddf2827448a1c81bfb7,b00c82262ddfdcf6
MM-1705,MM-1705-a.jpeg,Nervous,Reasoning,Diagnosis,JPEG,RGB,753,656,493968,1.1479,55874,False,1f149d14adc0b8e19f7fa6e09d535b9f,902dd31d5b4e257a
MM-1706,MM-1706-a.jpeg,Digestive,Understanding,Diagnosis,JPEG,RGB,554,416,230464,1.3317,51038,False,c936885e65d018b381f6ec9b0aeac185,e5a71a8b1a581dd9
MM-1707,MM-1707-a.jpeg,Endocrine,Reasoning,Basic Science,JPEG,RGB,259,259,67081,1.0,8589,True,bbb2443ab2c2d8cff6144e12d21ec2ae,956a396659e526c9
MM-1708,MM-1708-a.jpeg,Skeletal,Understanding,Diagnosis,JPEG,RGB,600,400,240000,1.5,120043,False,aff6ce2db22225775f55c4311f342f67,9d1aca6969e49669
MM-1708,MM-1708-b.jpeg,Skeletal,Understanding,Diagnosis,JPEG,RGB,259,194,50246,1.3351,6882,False,a4607b77804bf87caaf25096040de590,8c1c4df37b1286e5
MM-1709,MM-1709-a.jpeg,Digestive,Reasoning,Diagnosis,JPEG,RGB,311,224,69664,1.3884,10283,True,30dc36cd5db2bec5b13bde482c3271cc,c10f3eb46a6169cd
MM-1710,MM-1710-a.jpeg,Nervous,Reasoning,Diagnosis,PNG,RGBA,257,450,115650,0.5711,85342,True,35abf1f3c962593bc265be5b085e8d22,9e61a44b3ce525b5
MM-1710,MM-1710-b.jpeg,Nervous,Reasoning,Diagnosis,PNG,RGBA,644,411,264684,1.5669,94595,True,7ffd2838d391340469c52d81bba1bbae,95823d3e7a7c7221
MM-1710,MM-1710-c.jpeg,Nervous,Reasoning,Diagnosis,PNG,RGBA,442,249,110058,1.7751,84193,True,e8042dba4b05341e07bc651b667dceda,c061a732db29ccde
MM-1710,MM-1710-d.jpeg,Nervous,Reasoning,Diagnosis,PNG,RGBA,351,188,65988,1.867,70618,True,f65fd2d1ced33a8ab74ffde0e744e680,9436e19971c71ee1
MM-1710,MM-1710-e.jpeg,Nervous,Reasoning,Diagnosis,PNG,RGBA,258,218,56244,1.1835,38918,True,19aac3ef3ec426f6c12544f3d3704ed1,9a69c639b7c83166
MM-1711,MM-1711-a.jpeg,Skeletal,Reasoning,Basic Science,PNG,RGBA,300,450,135000,0.6667,93649,True,ce3c964289bcf85c680f4bd4cac1de20,cf0c92c33c936d96
MM-1712,MM-1712-a.jpeg,Other / NA,Understanding,Basic Science,JPEG,RGB,323,34,10982,9.5,3672,False,fce772d05b5876d7a138333287ec3c86,d708a2f788e62b5c
MM-1713,MM-1713-a.png,Reproductive,Understanding,Basic Science,PNG,RGBA,1200,800,960000,1.5,2219576,False,0d2fe5276a14d7e6ddffa37f596eb2cb,c7d03af23982d19b
MM-1713,MM-1713-b.png,Reproductive,Understanding,Basic Science,PNG,RGBA,800,574,459200,1.3937,474310,False,2ff513a2b0fa9b93e2bb27ce28f97e48,94e51a07693e6b78
MM-1713,MM-1713-c.png,Reproductive,Understanding,Basic Science,PNG,RGB,1561,844,1317484,1.8495,494064,False,bd18fab0632ab5f0255017d9c1dfb3c0,e85ee529a725ce06
MM-1714,MM-1714-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,1500,1059,1588500,1.4164,798609,False,b075915073c4d9dce4c0ae7e5ef3526a,beb4d24fad12a20b
MM-1715,MM-1715-a.jpeg,Muscular,Reasoning,Diagnosis,PNG,RGBA,363,500,181500,0.726,137802,True,bdc4a239b72e90abbad954d9b4171333,8ca2b317933bb951
MM-1716,MM-1716-a.jpeg,Cardiovascular,Understanding,Diagnosis,JPEG,RGB,988,219,216372,4.5114,40760,False,62a305a9de3d35150764ddbc4b6d3a5d,b491af50af68962b
MM-1717,MM-1717-a.jpeg,Nervous,Reasoning,Basic Science,JPEG,L,1118,1000,1118000,1.118,201091,True,db206c5cf8d0ba5abcafd38dd14d791d,bce2c11fcaf82dc0
MM-1718,MM-1718-a.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,500,338,169000,1.4793,170772,True,2a0c802b1f6a350f9da050dce1282b83,859f7ee1aa8049c7
MM-1719,MM-1719-a.jpeg,Respiratory,Understanding,Basic Science,JPEG,RGB,1136,669,759984,1.6981,165574,False,9c983a36e8cbb65c0165ab35fdf3580f,e6cc8c9c39cccc2b
MM-1720,MM-1720-a.jpeg,Urinary,Reasoning,Treatment,JPEG,RGB,1280,1024,1310720,1.25,118043,True,79ec4c8cdaaacb4fc776eca0870b8b9c,ce253d51752b619a
MM-1721,MM-1721-a.jpeg,Lymphatic,Understanding,Basic Science,JPEG,RGB,472,314,148208,1.5032,12359,False,fa1a6b7ce20dc8476ff5c0fcb27bdfb9,b656dc9b211c6636
MM-1722,MM-1722-a.jpeg,Cardiovascular,Reasoning,Treatment,JPEG,RGB,756,616,465696,1.2273,52114,False,28159e63ee7bea53dba20d1b7d2009ca,800c99ae7d2797d5
MM-1723,MM-1723-a.jpeg,Integumentary,Reasoning,Treatment,JPEG,RGB,674,450,303300,1.4978,64883,False,8296304c1a79510ad98c98b0c7fe5edb,905a3f3bcce49784
MM-1724,MM-1724-a.jpeg,Digestive,Understanding,Diagnosis,JPEG,RGB,565,401,226565,1.409,34392,False,e0e68465cd2a0d89a1c43a57a5bf2943,fe32710e313ecd0c
MM-1725,MM-1725-a.jpeg,Skeletal,Reasoning,Treatment,JPEG,L,1000,1000,1000000,1.0,67359,True,702bf021c592f7526beeb49a848abf8d,f40b7ed00bf00afc
MM-1725,MM-1725-b.jpeg,Skeletal,Reasoning,Treatment,JPEG,L,1000,1000,1000000,1.0,54847,True,f1276627bda709f7d9c214798e60b5d5,c667b3c934936c92
MM-1726,MM-1726-a.jpeg,Nervous,Reasoning,Diagnosis,JPEG,RGB,640,454,290560,1.4097,15931,False,017e6da82dc602c252341a815089f6c1,ac04913f97dc7629
MM-1727,MM-1727-a.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,339,500,169500,0.678,23008,True,0ed85d991b496da2b6b13d4e07a700f0,94b52f5978da60d8
MM-1728,MM-1728-a.jpeg,Endocrine,Reasoning,Basic Science,JPEG,L,931,1000,931000,0.931,34356,True,9b3fec52d6f769fd4d2abef34609a92b,e61b99b491664e4e
MM-1729,MM-1729-a.jpeg,Nervous,Understanding,Diagnosis,JPEG,RGB,1500,1020,1530000,1.4706,691565,False,079f18427335d2612e17348b38bc6a5a,b92ee462b399cd81
MM-1730,MM-1730-a.jpeg,Muscular,Reasoning,Treatment,JPEG,RGB,481,480,230880,1.0021,24068,True,5eebe5f68b337a3b7f8fb4d6ccb12f85,b5b56ad2346d03c6
MM-1730,MM-1730-b.jpeg,Muscular,Reasoning,Treatment,JPEG,RGB,481,480,230880,1.0021,22072,True,c34b2c1dfadb9d81ac55e10cd0adb4b5,9825e69ea9d96493
MM-1731,MM-1731-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,1500,1228,1842000,1.2215,608600,False,6cd43d8e818e45af1735fe867418bba4,9dd1a8ca75a7225c
MM-1732,MM-1732-a.jpeg,Endocrine,Understanding,Basic Science,JPEG,RGB,819,298,244062,2.7483,36187,True,23fd068aaef7df7e7e26f66dd6578c7c,ca597e4b9dc2c1c1
MM-1733,MM-1733-a.jpeg,Endocrine,Reasoning,Diagnosis,JPEG,RGB,1439,1000,1439000,1.439,258185,False,1e2db28f9d87441cb54431f45eaa9373,95fd72147859a42e
MM-1734,MM-1734-a.jpeg,Cardiovascular,Reasoning,Treatment,JPEG,RGB,600,444,266400,1.3514,21405,True,46bab9f407ca748e9c7a87d8fbf87014,cd9cd98d3c646465
MM-1735,MM-1735-a.jpeg,Skeletal,Reasoning,Diagnosis,PNG,RGBA,442,380,167960,1.1632,130329,True,ec41a6e6b259341aaefad9f1018f24d0,989a6f67b494c998
MM-1735,MM-1735-b.JPG,Skeletal,Reasoning,Diagnosis,JPEG,RGB,276,393,108468,0.7023,29476,False,2fe288761258c948bdf5c71b61ad0284,df7fd42240827bd0
MM-1735,MM-1735-c.png,Skeletal,Reasoning,Diagnosis,PNG,RGBA,716,476,340816,1.5042,606271,False,37ee6fb1a23108398ed62c7db48650bd,d55e4e89589b12b3
MM-1735,MM-1735-d.png,Skeletal,Reasoning,Diagnosis,PNG,RGBA,544,540,293760,1.0074,594969,False,398e8037c79e86309de9ca4ca2957b72,b37c3655bc838256
MM-1735,MM-1735-e.png,Skeletal,Reasoning,Diagnosis,PNG,RGBA,312,456,142272,0.6842,366319,False,6b7eede43fb1992b8b1d01b7cdc0ac19,d0bd2256a2bd56b4
MM-1735,MM-1735-f.png,Skeletal,Reasoning,Diagnosis,PNG,RGBA,592,419,248048,1.4129,512599,False,db80ed6343fccbab9d9836b117c62f7f,cae2b3105ebd6256
MM-1736,MM-1736-a.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,1500,1839,2758500,0.8157,303487,True,4ac12d20d7469b56c90af3443de1d893,ca713d92f06db492
MM-1737,MM-1737-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,L,334,265,88510,1.2604,16074,True,ddd55721087295397106a4827a99daf0,9bccf433c4c9929a
MM-1737,MM-1737-b.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,L,338,268,90584,1.2612,16456,True,ead2a6cae4db0241de7560ec9f3b121e,9bcee43184cd929e
MM-1737,MM-1737-c.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,L,329,267,87843,1.2322,12411,True,291e7826531bb1bab5d4021f13c51557,9926d47b87cc3784
MM-1738,MM-1738-a.jpeg,Nervous,Understanding,Diagnosis,JPEG,RGB,1500,1101,1651500,1.3624,938858,False,84ddd9005bd29f8970612e1a824ebea2,94e842a50f735bcd
MM-1739,MM-1739-a.jpeg,Cardiovascular,Reasoning,Treatment,JPEG,RGB,961,368,353648,2.6114,98587,False,1db985a3eb202542f331b6ef4b2d943f,c07f827f72f26882
MM-1740,MM-1740-a.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,506,318,160908,1.5912,41682,False,5b00357dea89230bb9d6e5dae0dd7fd6,c949e12f966a5e85
MM-1741,MM-1741-a.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,897,1000,897000,0.897,99434,True,63d647933acfbde48e0ea7faa99c22dd,92e9db346d23a683
MM-1741,MM-1741-b.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,201,235,47235,0.8553,31923,True,171103d2644a27b152a07114ead9fc03,84e4b84355d3a3e7
MM-1741,MM-1741-c.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,1000,764,764000,1.3089,46472,True,3fd243db9d81665364a64ffa8a043a5d,90e17196cb5966e9
MM-1742,MM-1742-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,L,504,521,262584,0.9674,31262,True,c39288f461d2f50e543aef4bc86a5602,9879e5d6474a545a
MM-1743,MM-1743-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,1500,1125,1687500,1.3333,1234405,False,d7c4877fe05f23b4aa44ae9696398164,80ffd5035e857b48
MM-1744,MM-1744-a.jpeg,Integumentary,Reasoning,Diagnosis,JPEG,RGB,477,521,248517,0.9155,51409,False,2fda652a020c485c4c2669821910623e,e3a9b09e85d09f8a
MM-1744,MM-1744-b.jpeg,Integumentary,Reasoning,Diagnosis,JPEG,RGB,800,840,672000,0.9524,139528,False,2660cf2960acef1c2db1351cee6fd8df,b9e0e0b78f32984b
MM-1745,MM-1745-a.jpeg,Digestive,Reasoning,Diagnosis,JPEG,L,1594,999,1592406,1.5956,166781,True,5c14e1d973359ccde02317985781ee25,c4e33b3e32c0646f
MM-1746,MM-1746-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,L,1399,1000,1399000,1.399,102246,True,5b6d9a37e9066552ec5b022418e9920d,9b4c94ebf4b0c332
MM-1747,MM-1747-a.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,335,450,150750,0.7444,14230,True,0eed7072bf3d668e4bf5f3cc4f11c126,c0e76e4620d9f99c
MM-1748,MM-1748-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,601,450,270450,1.3356,37396,True,42303ea547c0393cc3fd6b32fd3e240b,c38e4f8bcf207d50
MM-1749,MM-1749-a.jpeg,Nervous,Reasoning,Treatment,JPEG,RGB,606,606,367236,1.0,51462,True,287088e52e7332f62d147fff7df08e25,d6473ae528de6138
MM-1750,MM-1750-a.jpeg,Urinary,Reasoning,Diagnosis,JPEG,L,413,397,163961,1.0403,18641,True,7f916bd589ca6dd2a3e8db9fa435e795,d2d23e6329c9c267
MM-1751,MM-1751-a.jpeg,Digestive,Understanding,Diagnosis,JPEG,RGB,313,250,78250,1.252,15709,False,195dca5214372a7a13427f9309e0bf50,ad7c905d77042d69
MM-1751,MM-1751-b.jpeg,Digestive,Understanding,Diagnosis,JPEG,RGB,1500,1128,1692000,1.3298,151739,True,39b6f8d81a138cc14c519e20764365ed,f20ed6c990be7d10
MM-1751,MM-1751-c.jpeg,Digestive,Understanding,Diagnosis,JPEG,RGB,1499,1006,1507994,1.4901,158761,False,9db71707b2edd6189f399b294639ec76,ad96c01f31c63f92
MM-1751,MM-1751-d.jpeg,Digestive,Understanding,Diagnosis,JPEG,RGB,709,532,377188,1.3327,81777,False,1ca7a5f263f6552d382a68998cc6ae13,eab54a8d5af88334
MM-1751,MM-1751-e.jpeg,Digestive,Understanding,Diagnosis,JPEG,RGB,709,532,377188,1.3327,117572,False,464b7cc98a8e040ac88ee2eedb6544ab,e16cd6d221654e9b
MM-1752,MM-1752-a.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,512,447,228864,1.1454,13943,True,806e9a15d608549590bf3c2643f3c085,f4669e8f4ca09c59
MM-1753,MM-1753-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,232,191,44312,1.2147,3934,True,16127c4836d402c5e8b7b55480126de7,807b56415a5f5b59
MM-1754,MM-1754-a.jpeg,Digestive,Reasoning,Diagnosis,JPEG,RGB,1500,1767,2650500,0.8489,1117678,False,ed2f0153498b1bd26ea83700b0d23444,d0e949c536caae8d
MM-1755,MM-1755-a.jpeg,Nervous,Reasoning,Treatment,JPEG,RGB,993,999,992007,0.994,118240,False,c7c99848305dc3ee280c615677fac822,90904b662f2f3f2d
MM-1756,MM-1756-a.jpeg,Digestive,Reasoning,Diagnosis,JPEG,RGB,312,199,62088,1.5678,9977,True,0d6f4d296c6452a147e473b26dc082ad,807f7600891da6ff
MM-1757,MM-1757-a.png,Urinary,Reasoning,Diagnosis,PNG,P,412,316,130192,1.3038,82115,True,49b2f94e495d9c72309558151d99078d,d2cbc9332d6433b8
MM-1758,MM-1758-a.jpeg,Nervous,Understanding,Diagnosis,JPEG,RGB,1500,1504,2256000,0.9973,834738,False,d5c97d1a292b29f631140e513b237d16,9f8c56494ad3ea38
MM-1759,MM-1759-a.jpeg,Nervous,Understanding,Diagnosis,JPEG,RGB,1500,1469,2203500,1.0211,86773,True,28c22cf7558083d135b714be9a79a008,859e1aa969c7656a
MM-1760,MM-1760-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,1280,960,1228800,1.3333,540840,False,7a5162aeec7d5fc88f3255894c9b9e26,81861ae73dd326cd
MM-1760,MM-1760-b.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,169,208,35152,0.8125,7679,False,1ce7e8044bfeadf8fc5e2d86b99b9c90,d4878d34c3c53acd
MM-1761,MM-1761-a.jpeg,Urinary,Reasoning,Basic Science,JPEG,RGB,228,279,63612,0.8172,8196,True,acc606732e13ac4006a640fbda9c2d27,d10ba3d1a5acb0bd
MM-1762,MM-1762-a.jpeg,Digestive,Reasoning,Treatment,JPEG,RGB,512,512,262144,1.0,50873,True,01db33e5140055e718493c25e53c38bf,c4ed3f96306bc164
MM-1763,MM-1763-a.jpeg,Skeletal,Understanding,Diagnosis,JPEG,RGB,390,334,130260,1.1677,10712,True,13c0ebf5fcde29a5c2d171bf36cd37b5,9eb94486cba62ab9
MM-1764,MM-1764-a.jpeg,Nervous,Reasoning,Diagnosis,JPEG,RGB,1500,1978,2967000,0.7583,735477,False,ef45ac4036b1cc44303c7e955cef9945,fa3c972ea4c0c60f
MM-1765,MM-1765-a.jpeg,Lymphatic,Understanding,Diagnosis,JPEG,RGB,1500,1089,1633500,1.3774,353275,False,93fdba22d716451e21b1621d8c342261,dca58a5c3c5b8966
MM-1766,MM-1766-a.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,1600,858,1372800,1.8648,113853,True,dd3e700874f6a1bb02d9ae7b7d6de84b,8453ccb8c736d966
MM-1767,MM-1767-a.jpeg,Reproductive,Reasoning,Diagnosis,JPEG,RGB,486,726,352836,0.6694,57643,False,29f2139c76656271942715b161d2c804,e0b8e2ce9d149ee1
